GK,GCAL,GSK,TYPE,EVENT_SEPARATION,EVENT_DURATION,EVENT_AMPLITUDE,EVENT_DVDT_MAX,EVENT_DVDT_MIN,EVENT_BURSTPEAKS,EVENT_LINELENGTH
5.128204800000000230e-01,5.128204800000000230e-01,5.128204800000000230e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.435897399999999990e+00,2.435897399999999990e+00,2.435897399999999990e+00,2.000000000000000000e+00,4.150714321428571885e-01,1.647333333333336480e-01,9.997173317320364738e-01,8.154603415284419898e-02,-2.299181741680094218e-02,2.000000000000000000e+00,6.064515445782699965e-01
3.589743599999999812e+00,3.589743599999999812e+00,3.589743599999999812e+00,3.000000000000000000e+00,6.777647058823529358e-01,6.778952105263154337e-02,9.995853099164204725e-01,1.120248539062016074e-01,-3.769174579972454225e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.358974500000000418e+00,4.358974500000000418e+00,4.358974500000000418e+00,1.000000000000000000e+00,7.882857214285713399e-01,5.512508749999983637e-02,9.994795104234591721e-01,1.289677163271282789e-01,-5.068427496106805291e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.282051399999999952e-01,1.282051399999999952e-01,1.282051399999999952e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.564102699999999957e-01,2.564102699999999957e-01,2.564102699999999957e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.282051300000000005e+00,1.282051300000000005e+00,1.282051300000000005e+00,2.000000000000000000e+00,6.626111055555555795e-01,-4.387000750000001337e-01,9.824427748159990648e-01,4.691375002620369605e-02,-1.057778292562271474e-02,2.000000000000000000e+00,5.057817242931514912e-01
2.820512799999999931e+00,2.820512799999999931e+00,2.820512799999999931e+00,2.000000000000000000e+00,4.237857178571428629e-01,1.363333266666666432e-01,9.996741737137451178e-01,9.185509185665854948e-02,-3.067608760794202777e-02,2.000000000000000000e+00,1.081716791602463923e+00
3.974359000000000197e+00,3.974359000000000197e+00,3.974359000000000197e+00,3.000000000000000000e+00,7.219999999999999751e-01,6.183327777777777173e-02,9.994426377701999265e-01,1.195048682744181967e-01,-4.442719612642293675e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.846153900000000014e-01,3.846153900000000014e-01,3.846153900000000014e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.205128199999999872e+00,3.205128199999999872e+00,3.205128199999999872e+00,3.000000000000000000e+00,6.657777777777778017e-01,8.444998499999997743e-02,9.995821285460972927e-01,1.026606875862970530e-01,-3.003798670770911963e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.333333300000000055e+00,3.333333300000000055e+00,3.333333300000000055e+00,3.000000000000000000e+00,6.633888888888888058e-01,7.769998500000041552e-02,9.996210509160086133e-01,1.057349114435758020e-01,-3.280777536763093694e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.794871799999999906e+00,1.794871799999999906e+00,1.794871799999999906e+00,2.000000000000000000e+00,5.111666624999999797e-01,3.126923307692307530e-01,9.998262025096997796e-01,6.281574703866341092e-02,-1.613677753222483510e-02,2.000000000000000000e+00,4.290588375565634327e-01
1.538461599999999985e+00,1.538461599999999985e+00,1.538461599999999985e+00,2.000000000000000000e+00,5.633181863636363973e-01,3.486249416666668544e-01,9.955101186208142883e-01,5.494894967306054867e-02,-1.343426652663429373e-02,2.000000000000000000e+00,4.504949027632896841e-01
1.153846099999999986e+00,1.153846099999999986e+00,1.153846099999999986e+00,2.000000000000000000e+00,7.536428571428571699e-01,-5.044374624999998780e-01,9.899207661811577630e-01,4.279946918108346737e-02,-9.603063253416158074e-03,2.000000000000000000e+00,5.431925356594826670e-01
3.076923100000000133e+00,3.076923100000000133e+00,3.076923100000000133e+00,3.000000000000000000e+00,6.912352941176471699e-01,9.642098947368415995e-02,9.996237353644960022e-01,9.941551006272365820e-02,-2.652729027526305738e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.846153699999999898e+00,3.846153699999999898e+00,3.846153699999999898e+00,1.000000000000000000e+00,7.048823529411765154e-01,3.394742105263161280e-02,9.984373560215454857e-01,1.179065857738412354e-01,-4.091501459293324372e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.230769200000000119e+00,4.230769200000000119e+00,4.230769200000000119e+00,1.000000000000000000e+00,7.633999999999999675e-01,5.658822941176475108e-02,9.994887559367233720e-01,1.264949898477615020e-01,-4.859238880792221549e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.717948699999999995e+00,3.717948699999999995e+00,3.717948699999999995e+00,3.000000000000000000e+00,6.900588176470588975e-01,6.563160526315792165e-02,9.995255150335160543e-01,1.150086878071900354e-01,-3.996023934089556334e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.692307700000000192e+00,2.692307700000000192e+00,2.692307700000000192e+00,2.000000000000000000e+00,4.157142857142857584e-01,1.423333866666664227e-01,9.997039768169114771e-01,8.851537866446228253e-02,-2.799371326066302929e-02,2.000000000000000000e+00,8.617148867912904908e-01
6.410256600000000526e-01,6.410256600000000526e-01,6.410256600000000526e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.666666600000000109e+00,1.666666600000000109e+00,1.666666600000000109e+00,2.000000000000000000e+00,5.374545454545454071e-01,3.549998916666667337e-01,9.998334034253645308e-01,5.886991610873772846e-02,-1.516039745439220175e-02,2.000000000000000000e+00,4.354375365897352190e-01
4.871794699999999700e+00,4.871794699999999700e+00,4.871794699999999700e+00,1.000000000000000000e+00,9.448181818181818903e-01,4.738463846153836284e-02,9.992215578924705799e-01,1.379686897082984809e-01,-5.912676342476642227e-02,1.000000000000000000e+00,0.000000000000000000e+00
