GK,GCAL,GSK,TYPE,EVENT_SEPARATION,EVENT_DURATION,EVENT_AMPLITUDE,EVENT_DVDT_MAX,EVENT_DVDT_MIN,EVENT_BURSTPEAKS,EVENT_LINELENGTH,EVENT_AREA
3.877975699999999915e+00,1.605017099999999974e+00,4.942687000000000275e+00,3.000000000000000000e+00,5.020000000000000018e-01,5.899997999999993109e-02,6.646470256800000698e+01,5.148283756784327592e-02,-3.354363007718624834e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.405567879855097430e-02
3.586523500000000197e+00,9.288694899999999643e-01,1.554684299999999908e+00,3.000000000000000000e+00,2.454999999999999960e-01,7.903771132075469719e-02,5.236621498113208162e+01,3.641006802618856203e-02,-2.657207313572017976e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.360633199109675145e-02
8.847477899999999451e+00,4.008991700000000158e+00,4.537520400000000009e+00,1.000000000000000000e+00,5.858571428571428541e-01,3.231818636363618935e-02,7.709463050000000806e+01,1.190037089498430095e-01,-6.601968647245801125e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.941332311570863681e-02
2.138656600000000019e+00,3.241272899999999790e+00,2.369412899999999933e+00,3.000000000000000000e+00,1.508857142857143119e+00,3.736250249999998330e-01,8.875067250000000740e+01,1.025144989309115240e-01,-3.216111377830639662e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.396261800868201841e-01
2.888732699999999820e+00,4.428900199999999954e-01,4.855703400000000336e+00,1.000000000000000000e+00,6.482777777777778416e-01,3.542631631578948004e-01,1.555792036842105119e+01,6.136302575255077676e-03,-6.811175942562159441e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.019293563656741342e-01
4.377862000000000364e+00,3.996764900000000065e+00,1.989699200000000001e+00,2.000000000000000000e+00,2.375000000000000000e+00,9.580000200000000632e-01,8.667255620000000249e+01,1.257385340875566138e-01,-3.768009027168649216e-02,6.000000000000000000e+00,1.870266630267610308e+00,6.040509717366582265e-01
4.202486000000000388e+00,9.519410699999999448e-01,1.875016299999999969e+00,3.000000000000000000e+00,2.603877551020408188e-01,7.784000799999998832e-02,5.176618017600000599e+01,3.468509961289306665e-02,-2.885313351969136936e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.334749926890745647e-02
7.279328300000000418e+00,2.599235800000000207e+00,4.435048600000000008e+00,1.000000000000000000e+00,4.668518518518519067e-01,3.828573928571432639e-02,7.047654750357142461e+01,8.029854929376613326e-02,-5.359706623456045316e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.249292905692201749e-02
7.590732599999999941e+00,3.615222199999999830e+00,7.965173100000000339e-01,1.000000000000000000e+00,1.341578947368420871e-01,4.909374791666671484e-02,8.360285001041667385e+01,1.337593337133851923e-01,-3.390383052794172791e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.655273058519944107e-02
3.321982600000000119e+00,4.135459899999999855e+00,2.758563500000000168e+00,3.000000000000000000e+00,1.576857142857142957e+00,3.351250375000001114e-01,8.830680537499999616e+01,1.255410234436381556e-01,-4.105791370265104295e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.097842514106807443e-01
4.123199500000000128e+00,4.179573500000000053e+00,4.948137799999999586e+00,3.000000000000000000e+00,8.683571428571429385e-01,5.200003333333323707e-02,8.363425593333333552e+01,1.222682029344746707e-01,-5.241312026034742472e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.298553795884749673e-02
8.916365600000000669e+00,7.427506999999999859e-01,1.842599199999999993e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.636699899999999985e-01,4.437134699999999654e+00,2.588372500000000187e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.119446800000000408e+00,1.764454600000000095e+00,4.345156199999999913e+00,1.000000000000000000e+00,4.166333333333333000e-01,4.864515806451636531e-02,6.351211398709677525e+01,5.412318966595348196e-02,-4.401295285267409207e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.835530224663328561e-02
7.023920999999999637e+00,4.565702899999999786e+00,1.385917499999999913e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.801162200000000047e-01,9.650173199999999563e-01,3.804772100000000101e+00,3.000000000000000000e+00,8.666153846153847873e-01,2.206428071428570559e-01,7.711454271428571872e+01,3.496045745705795432e-02,-1.008502158508782671e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.250897938964560807e-01
3.221023499999999679e-02,8.910740000000000327e-01,4.249330999999999747e+00,3.000000000000000000e+00,1.179799999999999960e+00,2.974545363636361683e-01,9.388426663636363401e+01,3.002223145962580261e-02,-1.361553730162576824e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.130116270110595511e-01
6.557642000000000415e+00,2.167348599999999958e+00,3.476277099999999898e+00,1.000000000000000000e+00,3.575142857142856734e-01,4.322224444444468239e-02,6.846729736111112175e+01,6.982037672613643220e-02,-4.662823023717514032e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.500316586229793872e-02
4.939197499999999685e+00,2.622329500000000202e+00,3.575934900000000027e+00,1.000000000000000000e+00,4.411428571428572254e-01,4.813780344827577745e-02,7.586622702413792751e+01,8.543946911005381728e-02,-4.053121719596110284e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.788491247312104362e-02
9.915605499999999850e+00,4.315654799999999902e+00,1.493298199999999909e+00,1.000000000000000000e+00,1.616202531645569984e-01,3.583752499999993957e-02,8.222555146250000746e+01,1.427186553780110390e-01,-5.515443933953327604e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.064677520923568349e-02
1.406417000000000028e+00,2.452375899999999831e+00,3.630567300000000053e+00,3.000000000000000000e+00,8.880769230769230971e-01,1.265000285714282247e-01,8.632156378571428945e+01,7.909117506568137668e-02,-2.737283417268962168e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.101205581347632745e-02
6.838801899999999989e+00,3.945043300000000031e+00,2.251256699999999888e+00,1.000000000000000000e+00,3.044999999999999929e-01,4.499998837209299996e-02,8.188389634883719737e+01,1.252395839220318829e-01,-4.681317244355983481e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.630397158611353162e-02
7.136887599999999665e+00,1.315084200000000036e+00,4.015511499999999678e+00,3.000000000000000000e+00,3.667058823529412703e-01,6.174282000000003851e-02,5.269391462857142727e+01,3.477735215488977211e-02,-4.086831764409126072e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.654443889610418245e-02
4.501012799999999814e+00,2.035256400000000188e+00,5.876532799999999446e-01,3.000000000000000000e+00,1.493411764705881994e-01,6.320931976744185998e-02,7.150038347674420436e+01,8.741240841102958237e-02,-2.776303879595284560e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.302106641993262509e-02
6.592740100000000325e+00,2.751157800000000098e+00,4.931221900000000158e-01,1.000000000000000000e+00,1.262745098039215474e-01,5.010679514563107922e-02,7.944253382524273377e+01,1.141155817242931608e-01,-3.270615480394507835e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.636465121846279583e-02
1.851625999999999994e+00,4.987884499999999943e-01,4.272618300000000424e+00,3.000000000000000000e+00,5.580000000000000515e-01,1.664782869565217260e-01,3.389249726086956827e+01,1.265300156440100042e-02,-1.156806252654832626e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.892256538347060646e-02
9.803953200000000479e+00,2.425274599999999836e+00,2.616977900000000190e+00,1.000000000000000000e+00,2.515294117647058902e-01,3.569229038461549375e-02,6.729751233269232102e+01,7.863930244989332519e-02,-5.827066250878905340e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.070519347123148807e-02
6.025453599999999632e+00,1.338991499999999946e-01,4.225240200000000002e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.444570099999999968e+00,4.221163299999999730e+00,2.201589799999999819e+00,3.000000000000000000e+00,3.357837837837838735e-01,5.155263947368420030e-02,8.338083247368420814e+01,1.323403361916131726e-01,-4.320610822628031394e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.030312798331846746e-02
7.234683500000000045e+00,3.617333200000000026e+00,4.962481000000000364e+00,1.000000000000000000e+00,6.455789473684211410e-01,3.570006000000010282e-02,7.676594550000000083e+01,1.079025665154404595e-01,-5.986410931750588832e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.142610365419971366e-02
9.511823700000000770e+00,4.900077300000000413e+00,2.256911300000000065e+00,1.000000000000000000e+00,2.568979591836734744e-01,3.641995399999994887e-02,8.273746002000000033e+01,1.490639657247837813e-01,-6.043339815474409182e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.170273095939326269e-02
3.088990200000000019e+00,2.956200100000000219e+00,2.951779800000000176e+00,3.000000000000000000e+00,6.578947368421051989e-01,9.934995999999987615e-02,8.357232754999998292e+01,9.637377443910002950e-02,-2.443870380293534234e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.682478218079535515e-02
5.404763199999999657e+00,8.192601600000000081e-03,3.502577099999999888e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.610947100000000187e+00,1.992311200000000060e+00,6.083222600000000035e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.825338500000000086e-01,2.946391799999999783e+00,2.668586499999999972e+00,3.000000000000000000e+00,1.676333333333333231e+00,4.142857571428568142e-01,9.477919399999998973e+01,9.079765086594218659e-02,-3.237328576822409709e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.968727188690712948e-01
4.107691299999999934e+00,7.435833800000000160e-01,1.221099099999999993e+00,3.000000000000000000e+00,2.162033898305084356e-01,8.651667166666671127e-02,4.153366958333332803e+01,2.777816466669752113e-02,-2.679049327554061319e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.871719061361502734e-02
1.541452999999999962e+00,3.097067099999999851e+00,8.441009499999999610e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.904707900000000009e+00,5.517988200000000232e-01,4.620757600000000132e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.168173599999999812e+00,2.809865499999999905e+00,2.515744399999999992e+00,2.000000000000000000e+00,7.663124999999999520e-01,1.337646882352939715e-01,8.300077882352941572e+01,9.245339054083479002e-02,-2.928652563277322346e-02,1.000000000000000000e+00,0.000000000000000000e+00,8.190075886459692589e-02
8.072149299999999528e+00,4.594160999999999717e+00,2.244374999999999787e+00,1.000000000000000000e+00,2.862954545454545752e-01,4.133334888888900993e-02,8.291036379999999895e+01,1.415509045439571068e-01,-5.341686197703893885e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.457781465188559750e-02
4.213027000000000299e+00,1.707905299999999960e+00,1.953439099999999984e+00,3.000000000000000000e+00,2.658750000000000280e-01,6.042856326530600397e-02,6.950019897346939501e+01,6.270378280119022485e-02,-2.924483067819629370e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.301981187706867771e-02
6.521539200000000314e+00,3.343854199999999999e+00,1.949831400000000103e+00,1.000000000000000000e+00,2.524313725490196503e-01,4.499997115384609531e-02,7.950829042307691452e+01,1.108241142100526155e-01,-4.290889002883886694e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.582901429834940851e-02
